ShotMarker Archived Data (generated Feb 11 2026)
Exported 157 strings from Jan 30 to Feb 19 of 2982 total in archive

Feb 19 2026,M1 R1 T11-E8,#11 (11-E8),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,3:26.28 am,simulated,7,5,16,5,-141,2546,0,1.1,0.2,0,
,3:26.29 am,simulated,8,5,17,182,-5,2592,0.1,1.2,0.2,0,
,3:26.31 am,simulated,9,X,17,28,-11,2451,0.7,1.1,0.2,0,
,3:27.18 am,simulated,10,6,15,-90,14,2575,-0.6,1.2,0.2,0,

Feb 10 2026,David WR,#246 (Trent-NotSet),1725 x 1725,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:47.04 am,sighter/simulated,S1,X,17,-10,1,2564,0.7,1.1,0.2,0,
,2:47.06 am,sighter/simulated,S2,4,18,114,302,2503,0.6,1.2,0.2,0,
,2:47.07 am,simulated,1,4,20,-265,62,2501,0.2,1.1,0.2,0,
,2:47.08 am,simulated,2,4,18,246,-156,2591,-1.1,1.1,0.2,0,
,2:47.10 am,simulated,3,5,19,-63,-173,2342,-0.5,1.1,0.2,0,
,2:47.11 am,simulated,4,5,19,173,32,2419,0.8,1.2,0.2,0,
,2:47.13 am,simulated,5,5,20,43,151,2617,0.6,1.2,0.2,0,
,2:47.16 am,simulated,6,5,16,-177,-5,2606,0.8,1.1,0.2,0,
,2:47.18 am,simulated,7,5,16,-91,129,2396,0.6,1.2,0.2,0,
,2:47.18 am,simulated,8,5,20,71,-124,2473,-0.5,1.1,0.2,0,
,2:47.24 am,simulated,9,X,15,33,14,2380,0.7,1.1,0.2,0,
,2:47.27 am,simulated,10,6,15,-50,51,2446,0.4,1.1,0.2,0,

Feb 10 2026,Jim,#246 (Trent-NotSet),1725 x 1725,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:45.43 am,sighter/simulated,S1,X,16,9,1,2303,-1.1,1.1,0.2,0,
,2:45.43 am,sighter/simulated,S2,6,16,47,66,2550,0,1.2,0.2,0,
,2:45.45 am,simulated,1,6,17,-61,31,2535,0,1.2,0.2,0,
,2:45.47 am,simulated,2,5,15,-77,141,2485,0.8,1.1,0.6,0,
,2:45.48 am,simulated,3,6,17,-66,-69,2468,0.3,1.2,0.2,0,
,2:45.49 am,simulated,4,6,19,118,-44,2498,-0.9,1.1,0.2,0,
,2:45.50 am,simulated,5,6,17,99,6,2616,0.6,1.1,0.2,0,
,2:45.51 am,simulated,6,6,19,44,-74,2460,0.7,1.1,0.2,0,
,2:45.52 am,simulated,7,X,18,-18,-38,2618,0,1.1,0.2,0,
,2:45.53 am,simulated,8,6,19,-85,15,2349,0.6,1.2,0.2,0,
,2:45.54 am,simulated,9,X,17,-18,38,2329,0,1.1,0.2,0,
,2:45.55 am,simulated,10,5,20,-168,55,2557,0.8,1.1,0.2,0,

Feb 10 2026,Andrew F,#246 (Trent-NotSet),1725 x 1725,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:45.01 am,sighter/simulated,S1,5,17,172,12,2480,0.5,1.2,0.2,0,
,2:45.02 am,sighter/simulated,S2,5,20,149,137,2402,0.3,1.2,0.2,0,
,2:45.04 am,simulated,1,X,15,-17,1,2577,-1,1.2,0.2,0,
,2:45.05 am,simulated,2,5,20,-203,80,2559,-0.5,1.2,0.2,0,
,2:45.06 am,simulated,3,5,15,10,164,2490,0.1,1.2,0.2,0,
,2:45.08 am,simulated,4,5,18,70,-121,2328,0.7,1.1,0.2,0,
,2:45.09 am,simulated,5,5,19,-167,-95,2536,-0.8,1.1,0.2,0,
,2:45.11 am,simulated,6,5,17,225,-109,2363,-1.1,1.2,0.2,0,
,2:45.12 am,simulated,7,6,17,80,41,2579,0.1,1.2,0.2,0,
,2:45.13 am,simulated,8,6,18,-78,58,2442,-1,1.1,0.2,0,
,2:45.14 am,simulated,9,6,17,-50,-68,2510,-0.6,1.1,0.2,0,
,2:45.15 am,simulated,10,6,17,83,-35,2604,0.4,1.1,0.2,0,
,2:45.16 am,simulated,1,6,17,9,78,2530,0.7,1.1,0.2,0,
,2:45.19 am,simulated,2,6,18,98,31,2601,1.1,1.1,0.2,0,
,2:45.20 am,simulated,3,5,19,137,5,2532,0.3,1.1,0.2,0,
,2:45.21 am,simulated,4,6,18,85,-49,2306,-0.3,1.1,0.2,0,

Feb 10 2026,M1 R1 TTrent-NotSet,#246 (Trent-NotSet),1725 x 1725,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:43.33 am,simulated,1,6,18,-3,88,2608,0.9,1.2,0.2,0,
,2:43.35 am,simulated,2,6,17,50,58,2616,-0.9,1.2,0.2,0,
,2:43.38 am,simulated,3,5,15,206,73,2581,0.4,1.2,0.2,0,
,2:43.39 am,simulated,4,6,20,59,-55,2323,1,1.1,0.2,0,
,2:43.41 am,simulated,5,6,15,-84,-8,2462,0,1.1,0.2,0,
,2:43.42 am,simulated,6,5,17,70,161,2494,-0.9,1.1,0.2,0,
,2:43.43 am,simulated,7,5,19,-141,64,2582,-0.3,1.2,0.2,0,
,2:43.44 am,simulated,8,X,17,-54,-38,2600,1.1,1.1,0.2,0,
,2:43.45 am,simulated,9,6,18,98,-16,2504,0.8,1.1,0.2,0,
,2:43.46 am,simulated,10,6,17,101,7,2377,0.8,1.1,0.2,0,
,2:43.48 am,simulated,1,5,18,-101,146,2424,0.5,1.1,0.2,0,

Feb 07 2026,Ed c 3,#29 (29-E5 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:38.09 am,sighter,S1,3,26,-170,-70,2404,-0.3,2.1,0.6,0.5,
,2:40.07 am,,1,V,26,21,-5,2446,0,1.5,5.4,1,
,2:40.37 am,,2,V,26,7,-18,2419,-0.5,1.7,1,1.2,
,2:41.00 am,,3,5,26,59,-44,2435,-0.3,1.9,3.7,0.3,
,2:41.26 am,,4,V,26,23,-9,2417,0.5,2.1,12.8,2.2,
,2:41.59 am,,5,V,26,29,11,2421,0,2,6.3,0.8,
,2:42.26 am,,6,V,26,-4,-2,2422,-0.5,2.1,2.9,0.9,
,2:42.59 am,,7,4,26,48,-63,2389,-0.4,1.9,10.5,3.3,
,2:43.24 am,,8,V,26,-17,4,2399,-0.3,1.3,6.3,1.9,
,2:43.46 am,,9,V,26,-10,-31,2385,0.2,2.1,8.3,1.2,
,2:44.10 am,,10,5,26,-20,-49,2428,0.2,2.8,0.6,2.1,

Feb 07 2026,Phil s2,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:41.31 am,,1,V,27,-2,30,2272,1.4,1.4,2.2,3.9,
,2:41.55 am,,2,5,27,29,42,2262,1.6,2.5,9.4,2.6,
,2:42.16 am,,3,V,27,-19,30,2257,1.4,2.1,4.5,2,
,2:42.34 am,,4,V,27,8,-37,2351,1.4,1.9,8.3,2.2,
,2:42.58 am,,5,V,27,-22,2,2320,1.5,1.2,1,4.9,
,2:43.16 am,,6,V,27,-7,31,2296,1.1,1.4,2.9,2,
,2:43.38 am,,7,V,27,1,5,2285,1.2,2.2,3.7,1.5,
,2:44.00 am,,8,V,27,14,9,2240,1.7,1.9,0.2,2,
,2:44.20 am,,9,V,27,3,9,2297,1.4,1.9,5.4,0.8,
,2:44.38 am,,10,V,27,8,13,2273,1.5,1.6,10.5,0.9,

Feb 07 2026,unnamed,#27 (27-E3 CRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:35.17 am,sighter,S1,3,29,-188,-80,2372,-0.1,2.1,6.3,2.3,

Feb 07 2026,Phil ms1,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:33.37 am,sighter,S1,4,27,-128,-14,2228,1.5,1.7,1,1.9,
,2:34.06 am,sighter,S2,4,27,-62,-52,2280,0.8,1.7,7.3,0.5,
,2:34.40 am,,1,5,27,-42,-60,2232,1.1,1.6,2.9,0.8,
,2:35.21 am,,2,5,27,-35,23,2289,1.3,1.5,8.3,2.7,
,2:35.46 am,,3,4,27,-75,-37,2264,1.7,1.8,0.6,0.2,
,2:36.11 am,,4,5,27,-20,-38,2274,1.7,1.3,2.2,2.2,
,2:36.38 am,,5,V,27,22,-3,2253,1.4,1.9,8.3,2.2,
,2:37.06 am,,6,5,27,16,-41,2268,1.9,1.4,2.2,2,
,2:37.33 am,,7,V,27,-2,-9,2240,2.1,1.5,8.3,1.6,
,2:38.01 am,,8,5,27,-25,-59,2262,1.5,1.3,5.4,0.9,
,2:38.30 am,,9,4,27,-36,-68,2279,1.3,1.8,4.5,0.6,
,2:39.16 am,,10,5,27,-42,-5,2245,0.9,1.9,3.7,2.5,

Feb 07 2026,Ant f s1,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:25.01 am,sighter,S1,5,27,42,-54,2331,1.9,1.7,2.9,2,
,2:26.37 am,sighter,S2,4,27,-63,55,2339,2.3,0.9,1.6,3,
,2:27.33 am,,1,5,27,50,-39,2339,1.9,1.2,1.6,1.4,
,2:28.05 am,,2,5,27,-38,61,2334,1.5,1.7,5.4,3.8,
,2:28.33 am,,3,5,27,-30,28,2355,1.7,1.7,3.7,2.1,
,2:29.03 am,,4,V,27,1,-8,2331,1.8,1.9,8.3,1.9,
,2:29.33 am,,5,5,27,11,-65,2346,1.4,2.6,2.9,0.3,
,2:30.14 am,,6,4,27,-68,-32,2331,1.5,1.5,5.4,0.9,
,2:30.41 am,,7,5,27,31,-57,2322,1.9,1.8,6.3,0.6,
,2:31.04 am,,8,V,27,12,6,2306,2,1.6,3.7,2.3,
,2:31.37 am,,9,5,27,64,-22,2341,1.7,1.9,0.6,0.1,
,2:32.02 am,,10,5,27,-10,-48,2360,2.2,0.5,0.2,1.5,

Feb 07 2026,unnamed,#28 (28-E4 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:37.11 am,sighter,S1,V,28,18,21,2166,-0.1,0.3,2.2,0.5,
,12:38.46 am,sighter,S2,4,28,5,91,2191,-0.4,0.6,1.6,0.7,
,12:40.24 am,,1,4,28,-99,15,2165,-0.7,-0.2,3.7,1.2,
,12:41.49 am,,2,3,28,-175,115,2184,-0.3,0.3,0.2,0.6,
,12:42.41 am,,3,4,28,88,12,2227,-0.1,0.5,1.6,0.6,

Feb 07 2026,Bobski,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:19.16 am,,1,X,27,0,-9,2458,0,3.5,11.6,0.8,
,2:19.37 am,,2,6,27,6,23,2442,0,4,4.5,2.5,
,2:19.59 am,,3,5,27,34,-26,2449,0.4,3.7,5.4,0.5,
,2:20.26 am,,4,X,27,-9,-6,2433,-0.3,4,2.9,1.7,
,2:20.45 am,,5,6,27,-21,-11,2423,-0.4,4.3,3.7,1.2,
,2:21.10 am,,6,6,27,-27,27,2435,-0.6,4.2,6.3,0.7,
,2:21.36 am,,7,6,27,-20,-31,2428,-0.7,3.6,5.4,0.7,
,2:22.13 am,,8,X,27,7,2,2451,0.1,3.2,7.3,1.1,
,2:22.32 am,,9,5,27,39,15,2455,0,3.8,5.4,0.4,
,2:22.50 am,,10,X,27,0,-18,2393,-0.3,4.7,1.6,0.8,

Feb 07 2026,Jamie c,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:14.04 am,sighter,S1,X,27,14,5,2384,-0.2,4.9,4.5,1.4,
,2:14.42 am,sighter,S2,6,27,27,-22,2452,-0.1,4.4,1.6,1.5,
,2:15.13 am,,1,X,27,-11,11,2429,-0.3,4,2.9,1.7,
,2:15.35 am,,2,6,27,-1,-22,2393,-0.1,3.9,2.2,0.2,
,2:15.55 am,,3,6,27,-36,2,2395,-0.4,4.6,7.3,0.5,
,2:16.13 am,,4,X,27,0,11,2418,-0.4,4.4,6.3,0.5,
,2:16.28 am,,5,6,27,1,-22,2407,-0.4,4,1,1.4,
,2:16.47 am,,6,6,27,4,23,2430,-0.4,3.8,5.4,2.4,
,2:17.05 am,,7,X,27,-2,4,2426,-0.7,4.5,1.6,1.3,
,2:17.22 am,,8,X,27,6,12,2390,-0.3,4.2,0.6,0.2,
,2:17.36 am,,9,X,27,7,-20,2423,0.4,2.9,6.3,2.5,
,2:17.45 am,,10,X,27,14,14,2365,-0.3,4.5,2.9,1.9,

Feb 07 2026,TGH FTR 2,#83 (),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:08.29 am,,1,6,27,7,-23,2366,1.6,2.1,9.4,0.6,
,2:08.50 am,,2,6,27,28,-12,2394,1.2,1.8,3.7,2,
,2:09.12 am,,3,6,27,31,9,2401,1.4,1.9,1,1.4,
,2:09.21 am,,4,5,27,-24,-36,2375,2.1,1.9,2.2,0.9,
,2:09.48 am,,5,X,27,-12,10,2410,1.6,1.9,7.3,2.6,
,2:10.04 am,,6,X,27,16,-10,2394,1.6,2.3,3.7,3.2,
,2:10.16 am,,7,X,27,-6,16,2413,1.5,1.8,5.4,1.7,
,2:10.34 am,,8,6,27,18,-12,2411,1.4,1.8,5.4,1,
,2:10.48 am,,9,6,27,12,27,2404,1.1,2.1,5.4,2,
,2:11.03 am,,10,X,27,14,10,2421,1.7,1.6,5.4,2.2,

Feb 07 2026,Jd s2,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:05.32 am,sighter,S1,4,26,-7,-122,2319,0.2,3.6,4.5,2.2,
,2:05.54 am,sighter,S2,4,26,-10,-80,2309,0,4.4,2.9,0.8,
,2:06.22 am,,1,V,26,26,4,2330,-0.1,4.4,1,1.2,
,2:06.40 am,,2,5,26,58,13,2371,0.8,4.1,1,0.2,
,2:06.56 am,,3,4,26,54,54,2364,-0.1,4.1,1,1.4,
,2:07.18 am,,4,5,26,57,40,2346,0.1,4.1,1.6,0.2,
,2:07.37 am,,5,5,26,-63,-19,2341,-0.3,4.1,2.2,0.5,
,2:08.00 am,,6,4,26,-94,15,2312,-0.1,4.3,5.4,0.7,
,2:08.17 am,,7,4,26,84,28,2314,0.4,4.3,1,1.8,
,2:08.32 am,,8,V,26,-22,9,2372,0.5,3.9,2.2,1.2,
,2:08.45 am,,9,5,26,-58,44,2335,0.3,3.9,0.6,0.2,
,2:08.59 am,,10,5,26,-9,47,2346,0.4,4.2,0.6,1.8,
,2:09.12 am,,11,4,26,-101,3,2311,0.6,4.1,5.4,1,

Feb 07 2026,MAT S SP 2,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:57.31 am,sighter,S1,4,26,70,-27,2314,2.3,0.8,3.7,1.1,
,1:58.45 am,,1,V,26,-20,-27,2255,1.9,1.6,8.3,2,
,1:59.28 am,,2,V,26,18,34,2286,2.1,1.9,6.3,1.8,
,2:00.14 am,,3,V,27,-16,14,2262,1.9,2.3,4.5,1.1,
,2:00.50 am,,4,V,27,0,-29,2297,1.9,1.5,3.7,0.2,
,2:01.30 am,,5,5,27,-39,8,2267,2.4,1.7,6.3,2.8,
,2:02.32 am,,6,5,27,42,-11,2309,2,2.1,6.3,2.1,
,2:03.31 am,,7,5,27,-63,15,2340,2.1,2,6.3,1.2,
,2:04.18 am,,8,V,27,-2,0,2294,2.1,1.9,1.6,0.2,
,2:04.57 am,,9,5,27,-41,-12,2250,1.9,2.1,7.3,2.9,
,2:05.48 am,,10,5,26,22,47,2302,2.3,1.5,1.6,0.4,

Feb 07 2026,Bobski,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:57.41 am,sighter,S1,3,26,-132,-82,2437,-0.2,3.8,1.6,0.1,
,1:58.14 am,sighter,S2,5,26,-48,5,2440,0.2,3.4,4.5,2,
,1:58.38 am,,1,5,26,-34,-22,2442,-0.3,3.3,4.5,0.4,
,1:59.04 am,,2,5,26,-43,13,2472,-0.9,3.4,1,1.3,
,1:59.30 am,,3,4,26,-91,13,2439,-0.1,4.1,5.4,1.1,
,2:00.04 am,,4,5,26,33,-32,2428,-0.2,4.4,5.4,1.5,
,2:00.27 am,,5,X,26,-4,16,2437,-0.2,4.3,0.6,0.3,
,2:00.50 am,,6,X,26,-7,15,2428,0.4,3.9,5.4,1.1,
,2:01.19 am,,7,5,26,-41,-27,2476,-0.7,4.1,1.6,0.1,
,2:01.45 am,,8,6,26,27,5,2429,-0.3,4.3,4.5,1.2,
,2:02.03 am,,9,5,26,-46,18,2453,-0.8,3.9,2.2,1.4,
,2:02.28 am,,10,X,26,-16,8,2424,-0.1,3.8,1,1.3,

Feb 07 2026,TGH-FTR-1,#83 (),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:50.52 am,,1,6,26,34,-2,2424,1.4,2.1,1.6,2.4,
,1:51.19 am,,2,6,26,-19,-22,2413,1.7,2.3,0.2,0,
,1:51.48 am,,3,6,26,12,-26,2444,1.9,1.5,4.5,3.2,
,1:52.12 am,,4,5,26,-46,-24,2401,1.4,1.9,5.4,0.9,
,1:53.29 am,,5,5,26,-27,28,2427,1.8,1.5,6.3,3.4,
,1:53.51 am,,6,6,26,2,-23,2396,1.7,1.4,3.7,1.5,
,1:54.01 am,,7,X,26,-7,-3,2411,1.9,2.1,2.9,3.4,
,1:54.09 am,,8,6,26,-21,-27,2403,1,2,8.3,0.6,
,1:54.18 am,,9,6,26,-2,-26,2440,1.5,1.5,8.3,3.4,
,1:54.27 am,,10,X,26,9,-9,2415,1.7,1.5,2.9,2,

Feb 07 2026,Jamie c,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:48.00 am,,1,5,26,64,27,2404,0,3.5,6.3,1.3,
,1:49.03 am,,2,5,26,-3,-42,2406,-0.1,4,3.7,2.9,
,1:50.37 am,,3,5,26,-20,-60,2384,0.1,4,1.6,0.7,
,1:51.29 am,,4,6,26,2,23,2390,0.2,4,3.7,2.2,
,1:51.49 am,,5,X,26,-3,21,2424,0.3,4,6.3,0.9,
,1:52.08 am,,6,5,26,-29,31,2407,0.4,3.7,4.5,1.4,
,1:52.36 am,,7,6,26,-25,4,2415,0,4,0.6,1.3,
,1:52.57 am,,8,X,26,19,8,2422,0.1,3.9,1,1,
,1:53.18 am,,9,6,26,-16,26,2416,-0.4,4.4,6.3,0.4,
,1:53.44 am,,10,6,26,23,3,2403,-0.2,3.6,2.2,1.6,
,1:54.04 am,,11,X,26,0,-3,2410,0.3,3.4,2.2,1.6,
,1:54.27 am,,12,X,26,9,1,2398,0.3,3.6,0.6,0.5,

Feb 07 2026,Mat S 1,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:41.12 am,,1,5,26,-31,-31,2266,2.1,1.5,5.4,0.3,
,1:41.53 am,,2,V,26,-26,28,2312,1.8,2,4.5,0.6,
,1:42.47 am,,3,V,26,-3,-7,2283,2,1.8,6.3,2.4,
,1:43.22 am,,4,5,26,-27,-49,2322,1.9,2.3,3.7,0.3,
,1:44.03 am,,5,5,26,-52,21,2313,2.1,1.8,3.7,0.4,
,1:44.43 am,,6,V,26,16,10,2289,2.1,2.1,2.9,2,
,1:45.18 am,,7,5,26,-49,-24,2255,1.9,2.3,1,0.9,
,1:45.51 am,,8,5,26,-43,-13,2260,1.3,2.2,5.4,0.4,
,1:46.24 am,,9,V,26,2,35,2306,1.5,2.1,7.3,0.5,
,1:46.55 am,,10,V,26,11,17,2270,1.9,1.7,0.6,1,

Feb 07 2026,Jds1,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:25.50 am,sighter,S1,3,27,-129,-88,2322,0.1,4,1,0.7,
,1:26.38 am,sighter,S2,3,27,144,10,2309,0.1,4,1.6,1.6,
,1:27.22 am,,1,4,27,83,100,2326,0.5,4.3,1.6,2.2,
,1:28.03 am,,2,4,27,-54,61,2338,0.5,4,3.7,1.3,
,1:28.26 am,,3,V,27,-1,4,2320,0.1,4.2,0.6,2,
,1:28.47 am,,4,5,27,-47,-50,2349,0.3,4.3,1.6,0.5,
,1:29.07 am,,5,5,27,-43,-25,2344,0.1,4,4.5,1.6,
,1:29.26 am,,6,V,27,38,2,2344,0.5,4.6,8.3,1.1,
,1:29.43 am,,7,5,27,6,40,2360,0.1,4.2,2.2,1.9,
,1:30.03 am,,8,V,27,-22,-26,2356,0.3,4.2,2.9,2.6,
,1:30.23 am,,9,V,26,-21,-25,2342,-0.3,4.3,1.6,0.4,
,1:30.41 am,,10,V,26,10,-22,2346,0.1,4.2,1.6,0.7,

Feb 07 2026,Ken H_1,#81 (#81),2258 x 1721,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:57.26 am,sighter,S1,4,26,82,73,2356,1,-1.1,23.5,12.7,
,12:59.00 am,sighter,S2,3,26,185,86,2349,0.8,-0.3,19.2,12.1,
,1:00.03 am,,1,2,26,208,75,2348,0,-0.3,22.1,11.5,
,1:01.03 am,,2,5,26,63,-9,2366,-0.2,-0.4,14,11.2,
,1:01.50 am,,3,5,26,9,-73,2321,-0.1,-0.4,16.6,14.1,
,1:02.33 am,,4,4,26,-75,46,2329,-0.2,-0.8,17.9,13.7,
,1:03.17 am,,5,V,26,-16,35,2322,-0.3,-0.7,20.6,14.9,
,1:04.05 am,,6,V,26,-16,12,2351,0.1,-0.4,23.5,17.1,
,1:04.49 am,,7,4,26,105,37,2373,0.2,-0.5,20.6,11.3,
,1:05.57 am,,8,4,26,27,88,2377,0,0.4,19.2,12.7,
,1:06.49 am,,9,4,26,39,-99,2360,-0.2,-0.6,17.9,13.6,
,1:07.47 am,,10,4,26,119,-35,2347,0.1,-1.1,20.6,13.6,

Feb 07 2026,John cred,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:56.36 am,,1,V,29,8,-26,2051,1.6,1.7,6.3,3.3,
,12:57.05 am,,2,V,29,-20,8,2057,1.7,2,2.9,4.1,
,12:57.45 am,,3,4,29,64,-76,2067,2.1,2.1,5.4,3.5,
,12:58.05 am,,4,3,29,10,-148,2100,1.4,1.4,6.3,1.5,
,12:59.01 am,,5,3,29,33,-153,2110,1.4,2.1,5.4,4.2,
,12:59.34 am,,6,2,28,107,-204,2079,1.4,1.9,7.3,3.5,
,1:00.16 am,,7,4,28,25,93,2128,1.1,2.2,11.6,4.5,
,1:00.41 am,,8,5,28,59,27,2132,1.7,2.3,5.4,2.9,
,1:01.13 am,,9,V,28,0,29,2104,1.7,1.9,9.4,3.2,
,1:01.29 am,,10,5,28,42,-37,2090,2.1,1.5,7.3,2.4,
,1:01.55 am,,11,4,28,-86,-11,2079,2.1,2.1,3.7,2.6,
,1:02.16 am,,12,V,28,-16,21,2092,2.1,1.3,1,1.2,
,1:02.35 am,,13,4,28,80,-11,2109,1.7,1.9,8.3,1.5,
,1:02.59 am,,14,5,28,-38,-57,2103,1.9,1.8,4.5,2.3,
,1:03.18 am,,15,5,28,-46,10,2135,1.4,1.9,1.6,3.3,

Feb 07 2026,Mattp chook sp2,#27 (27-E3 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:51.15 am,,1,5,28,-33,-49,2289,-0.3,1.4,11.6,3.9,
,12:51.25 am,,2,V,28,5,21,2240,0.9,1.9,11.6,5.9,
,12:51.36 am,,3,V,28,-19,5,2239,0.6,1.9,10.5,4.1,
,12:51.48 am,,4,V,28,4,7,2238,0.7,2.5,6.3,4.4,
,12:52.01 am,,5,5,28,-18,66,2216,1.3,2.3,11.6,4.9,
,12:52.13 am,,6,5,28,41,9,2210,1.1,2.7,7.3,4.7,
,12:52.25 am,,7,V,28,18,-13,2208,1,2.4,9.4,4.4,
,12:52.38 am,,8,V,28,9,12,2221,1.1,1.9,6.3,5,
,12:52.50 am,,9,5,28,-21,40,2230,0.3,2.2,9.4,5.8,
,12:53.03 am,,10,V,28,19,-21,2224,0.3,2.1,12.8,7.7,

Feb 07 2026,Mattp chook sp 1,#27 (27-E3 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:46.20 am,,1,V,28,-17,20,2256,1.9,2.8,9.4,4.3,
,12:46.32 am,,2,5,28,-39,-11,2245,1.5,2.6,6.3,2.5,
,12:46.50 am,,3,5,28,14,-69,2209,0.7,2,10.5,4.1,
,12:47.03 am,,4,V,28,-16,-16,2235,0.9,2.2,5.4,2.1,
,12:47.15 am,,5,V,28,-20,-21,2228,0.7,1.9,11.6,3.7,
,12:47.27 am,,6,5,28,-50,-14,2220,0.9,2.1,11.6,5,
,12:47.45 am,,7,V,28,-24,5,2206,1.1,2.3,11.6,2.9,
,12:48.00 am,,8,4,28,35,-70,2175,1,2.5,4.5,5.1,
,12:48.24 am,,9,V,28,2,6,2228,0.6,2.1,10.5,4.4,
,12:48.39 am,,10,5,28,7,47,2259,0.2,2.1,10.5,5.3,

Feb 07 2026,unnamed,#3 (3),2258 x 1721,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:40.35 am,sighter,S1,5,28,65,-10,2190,1.2,5.2,1,1.4,
,12:41.17 am,sighter,S2,6,28,-24,-30,2190,0.8,4.8,3.7,0.3,
,12:42.11 am,,1,5,28,-53,13,2202,0.8,5.3,2.9,1.2,
,12:42.48 am,,2,5,29,42,-37,2183,0.8,4.6,2.9,1.1,
,12:43.23 am,,3,X,29,19,-9,2209,0.5,5.2,9.4,0.8,
,12:44.47 am,,4,5,29,61,-22,2160,0.9,4.9,2.2,1.6,
,12:45.10 am,,5,X,29,7,-16,2232,1.2,5.2,1,0.7,
